[6, 7, 11, 21, 10, 0, 3]
[5, 12, 7, 25, 6, 2, 0]
[7, 7, 11, 21, 10, 0, 2]
[5, 10, 9, 23, 10, 2, 1]
[5, 12, 6, 25, 5, 4, 0]
[5, 12, 6, 25, 5, 4, 0]
[8, 9, 11, 21, 11, 0, 3]
[7, 10, 8, 25, 8, 4, 0]
[7, 12, 10, 26, 11, 2, 3]
[9, 9, 10, 21, 12, 0, 4]
[9, 9, 10, 21, 12, 0, 4]
[5, 12, 7, 25, 6, 2, 1]
[10, 9, 10, 24, 10, 0, 2]
[6, 10, 9, 25, 9, 3, 0]
[7, 10, 8, 25, 9, 2, 0]
[7, 10, 8, 25, 9, 2, 0]
[9, 5, 11, 20, 11, 0, 5]
[4, 10, 7, 25, 7, 3, 0]
[8, 5, 8, 18, 10, 0, 2]
[8, 11, 12, 24, 11, 0, 3]
[8, 11, 12, 24, 11, 0, 3]
[5, 12, 7, 25, 6, 3, 0]
[7, 7, 11, 20, 10, 0, 3]
[4, 13, 9, 24, 9, 3, 0]
[7, 14, 10, 24, 12, 0, 4]
[7, 14, 10, 24, 12, 0, 4]
[8, 9, 12, 21, 11, 1, 2]
[3, 11, 7, 26, 8, 3, 0]
[9, 9, 10, 23, 12, 0, 4]
[9, 9, 13, 22, 10, 0, 3]
[9, 9, 13, 22, 10, 0, 3]
[6, 12, 7, 25, 7, 3, 0]
[6, 8, 10, 20, 10, 0, 4]
[3, 13, 7, 25, 7, 4, 0]
[3, 13, 7, 26, 5, 4, 0]
[3, 13, 7, 26, 5, 4, 0]
[7, 4, 12, 20, 11, 0, 4]
[4, 11, 7, 27, 7, 4, 0]
[3, 9, 5, 21, 7, 0, 0]
[4, 9, 10, 22, 9, 0, 0]
[8, 14, 11, 27, 9, 3, 3]
[8, 14, 11, 27, 9, 3, 3]
[10, 11, 12, 26, 10, 4, 4]
[7, 13, 9, 27, 7, 1, 0]
[8, 11, 12, 27, 9, 0, 4]
[9, 9, 11, 24, 10, 0, 1]
[9, 9, 11, 24, 10, 0, 1]
[5, 15, 11, 30, 6, 4, 0]
[10, 9, 14, 25, 8, 0, 4]
[9, 15, 14, 30, 10, 4, 4]
[8, 12, 12, 27, 7, 0, 1]
[8, 12, 12, 27, 7, 0, 1]
[9, 14, 13, 30, 7, 3, 0]
[6, 15, 13, 34, 7, 3, 1]
[13, 14, 19, 32, 11, 0, 4]
[13, 14, 19, 32, 11, 0, 4]
[10, 16, 14, 36, 8, 3, 1]
[13, 15, 19, 35, 13, 0, 2]
[9, 18, 13, 37, 9, 2, 1]
[10, 14, 16, 35, 9, 0, 0]
[13, 16, 21, 37, 12, 2, 2]
[13, 16, 21, 37, 12, 2, 2]
[10, 20, 18, 40, 9, 5, 1]
[12, 19, 22, 38, 13, 0, 4]
[11, 21, 18, 40, 9, 2, 1]
[12, 21, 20, 38, 13, 3, 2]
[12, 21, 20, 38, 13, 3, 2]
[13, 18, 23, 38, 14, 0, 2]
[10, 23, 22, 43, 15, 3, 0]
[15, 22, 23, 37, 16, 0, 4]
[15, 22, 23, 37, 16, 0, 4]
[13, 21, 20, 40, 14, 1, 0]
[10, 25, 19, 43, 12, 2, 0]
[16, 24, 23, 42, 14, 0, 3]
[12, 26, 18, 45, 12, 3, 0]
[16, 27, 23, 45, 16, 2, 1]
[16, 27, 23, 45, 16, 2, 1]
[16, 26, 22, 44, 16, 2, 3]
[16, 27, 22, 42, 14, 0, 3]
[14, 25, 19, 39, 13, 0, 0]
[16, 28, 21, 42, 14, 1, 2]
[16, 28, 21, 42, 14, 1, 2]
[16, 27, 24, 43, 16, 0, 3]
[11, 27, 18, 45, 12, 2, 0]
[15, 25, 22, 43, 17, 0, 3]
[14, 27, 18, 43, 14, 1, 2]
[14, 27, 18, 43, 14, 1, 2]
[12, 29, 19, 44, 12, 2, 0]
[17, 29, 22, 45, 15, 2, 3]
[13, 29, 18, 46, 12, 4, 0]
[17, 25, 23, 42, 15, 1, 4]
[17, 25, 23, 42, 15, 1, 4]
[11, 24, 19, 44, 13, 1, 0]
[16, 26, 23, 42, 15, 2, 4]
[15, 27, 23, 44, 15, 1, 3]
[12, 29, 19, 44, 12, 3, 0]
[12, 29, 19, 44, 12, 3, 0]
[16, 25, 23, 41, 16, 0, 4]
[12, 30, 19, 46, 14, 3, 0]
[17, 28, 22, 42, 14, 5, 3]
[14, 23, 24, 43, 16, 0, 4]
[14, 23, 24, 43, 16, 0, 4]
[15, 29, 19, 46, 15, 4, 0]
[16, 23, 22, 41, 16, 0, 5]
[15, 27, 22, 44, 16, 2, 2]
[16, 27, 19, 44, 13, 2, 0]
[16, 27, 19, 44, 13, 2, 0]
[16, 25, 21, 42, 14, 0, 1]
[15, 30, 20, 46, 12, 5, 0]
[17, 26, 23, 44, 19, 1, 4]
[16, 31, 21, 45, 13, 5, 1]
[16, 31, 21, 45, 13, 5, 1]
[16, 27, 25, 40, 17, 0, 4]
[15, 32, 22, 46, 13, 5, 3]
[16, 30, 26, 42, 18, 3, 3]
[16, 33, 25, 44, 15, 2, 2]
[16, 33, 25, 44, 15, 2, 2]
[19, 33, 27, 46, 17, 4, 5]
[18, 30, 28, 43, 18, 0, 5]
[16, 37, 27, 48, 13, 3, 0]
[20, 34, 30, 44, 18, 0, 4]
[20, 34, 30, 44, 18, 0, 4]
[17, 39, 28, 49, 15, 3, 0]
[21, 41, 32, 51, 14, 0, 5]
[22, 39, 37, 50, 17, 0, 6]
[21, 48, 35, 55, 15, 4, 2]
[21, 48, 35, 55, 15, 4, 2]
[23, 49, 41, 54, 18, 0, 5]
[24, 52, 41, 52, 19, 1, 4]
[23, 59, 42, 60, 14, 6, 3]
[28, 63, 42, 62, 18, 1, 6]
[28, 63, 42, 62, 18, 1, 6]
[25, 70, 36, 60, 13, 5, 2]
[29, 70, 39, 60, 15, 5, 5]
[32, 71, 38, 56, 16, 4, 5]
[31, 78, 37, 58, 14, 7, 3]
[31, 78, 37, 58, 14, 7, 3]
[38, 79, 37, 54, 18, 0, 9]
[41, 84, 38, 52, 18, 3, 8]
[38, 91, 32, 54, 16, 5, 5]
[45, 103, 34, 52, 17, 7, 9]
[45, 103, 34, 52, 17, 7, 9]
[45, 99, 29, 49, 13, 4, 5]
[50, 113, 31, 47, 15, 5, 8]
[55, 118, 33, 47, 18, 4, 10]
[54, 129, 25, 45, 15, 6, 7]
[54, 129, 25, 45, 15, 6, 7]
[63, 148, 28, 39, 19, 6, 9]
[70, 149, 25, 38, 16, 4, 8]
[75, 157, 21, 38, 16, 7, 9]
[83, 171, 21, 31, 14, 6, 12]
[95, 178, 21, 26, 14, 1, 13]
[95, 178, 21, 26, 14, 1, 13]
[96, 187, 15, 25, 12, 6, 12]
[110, 180, 16, 18, 15, 4, 14]
[125, 177, 11, 19, 14, 4, 10]
[136, 175, 12, 19, 12, 6, 14]
[136, 175, 12, 19, 12, 6, 14]
[158, 169, 14, 18, 17, 4, 17]
[180, 161, 12, 20, 14, 6, 15]
[202, 147, 14, 19, 14, 4, 19]
[202, 147, 14, 19, 14, 4, 19]
[221, 126, 16, 20, 17, 2, 22]
[245, 101, 13, 23, 13, 6, 18]
[270, 85, 18, 24, 18, 4, 22]
[291, 73, 19, 24, 17, 5, 20]
[317, 60, 18, 22, 15, 5, 22]
[317, 60, 18, 22, 15, 5, 22]
[342, 56, 20, 24, 17, 3, 26]
[367, 58, 17, 29, 13, 6, 25]
[397, 44, 16, 26, 15, 0, 27]
[445, 42, 18, 26, 19, 3, 31]
[445, 42, 18, 26, 19, 3, 31]
[485, 39, 14, 33, 14, 6, 29]
[543, 34, 18, 29, 20, 2, 34]
[599, 30, 17, 28, 23, 0, 37]
[646, 32, 14, 32, 19, 2, 34]
[646, 32, 14, 32, 19, 2, 34]
[694, 32, 19, 28, 25, 1, 39]
[738, 34, 16, 33, 23, 4, 38]
[766, 33, 18, 33, 26, 2, 40]
[796, 30, 20, 32, 31, 0, 40]
[796, 30, 20, 32, 31, 0, 40]
[822, 31, 18, 33, 32, 3, 41]
[839, 28, 18, 29, 34, 1, 44]
[850, 31, 18, 33, 35, 4, 42]
[850, 31, 18, 33, 35, 4, 42]
[863, 27, 15, 32, 35, 0, 43]
[873, 28, 18, 30, 40, 0, 45]
[879, 32, 18, 32, 40, 3, 45]
[884, 30, 22, 32, 45, 3, 48]
[883, 27, 21, 26, 47, 0, 47]
[883, 27, 21, 26, 47, 0, 47]
[875, 30, 19, 28, 47, 0, 45]
[878, 31, 19, 30, 48, 1, 44]
[881, 29, 22, 26, 50, 0, 47]
[881, 29, 22, 26, 50, 0, 47]
[877, 32, 19, 34, 47, 3, 48]
[878, 26, 23, 27, 50, 0, 49]
[876, 26, 18, 26, 47, 0, 44]
[880, 32, 22, 29, 49, 1, 48]
[880, 28, 21, 31, 50, 2, 48]
[880, 28, 21, 31, 50, 2, 48]
[878, 31, 19, 32, 45, 2, 45]
[879, 30, 21, 28, 49, 1, 47]
[874, 30, 18, 32, 46, 3, 45]
[880, 32, 19, 31, 46, 3, 46]
[880, 32, 19, 31, 46, 3, 46]
[880, 30, 22, 31, 50, 1, 51]
[879, 31, 17, 31, 44, 2, 46]
[880, 26, 22, 28, 49, 0, 49]
[876, 31, 19, 31, 47, 3, 46]
[876, 31, 19, 31, 47, 3, 46]
[880, 28, 19, 29, 48, 0, 46]
[875, 26, 17, 27, 44, 0, 46]
[878, 31, 20, 32, 49, 2, 47]
[880, 29, 23, 30, 50, 2, 49]
[880, 29, 23, 30, 50, 2, 49]
[877, 30, 16, 31, 45, 3, 44]
[881, 28, 21, 29, 49, 0, 49]
[880, 27, 22, 30, 48, 0, 47]
[880, 30, 22, 30, 48, 3, 47]
[880, 30, 22, 30, 48, 3, 47]
[880, 26, 21, 27, 49, 0, 48]
[881, 28, 22, 28, 48, 1, 47]
[877, 32, 18, 32, 45, 2, 46]
[880, 26, 22, 26, 49, 0, 49]
[880, 26, 22, 26, 49, 0, 49]
[876, 31, 18, 30, 46, 2, 46]
[879, 28, 21, 29, 46, 0, 46]
[877, 28, 18, 28, 46, 0, 46]
[880, 30, 18, 32, 47, 2, 44]
[880, 30, 18, 32, 47, 2, 44]
[880, 28, 23, 26, 48, 0, 48]
[878, 30, 21, 30, 48, 4, 50]
[878, 28, 20, 28, 49, 0, 49]
[877, 28, 16, 30, 44, 0, 45]
[877, 28, 16, 30, 44, 0, 45]
[878, 29, 21, 26, 49, 0, 48]
[879, 30, 21, 29, 49, 1, 49]
[880, 31, 20, 29, 47, 1, 48]
[882, 31, 22, 29, 50, 1, 49]
[882, 31, 22, 29, 50, 1, 49]
[876, 33, 19, 31, 46, 3, 45]
[879, 30, 22, 29, 49, 1, 46]
[880, 26, 23, 29, 50, 0, 48]
[877, 32, 19, 32, 47, 2, 46]
[877, 32, 19, 32, 47, 2, 46]
[879, 27, 21, 25, 49, 0, 48]
[878, 30, 20, 29, 46, 1, 45]
[879, 26, 17, 25, 46, 0, 46]
[877, 26, 20, 27, 46, 0, 46]
[877, 26, 20, 27, 46, 0, 46]
[879, 30, 19, 32, 46, 2, 47]
[879, 29, 21, 29, 47, 1, 49]
[878, 31, 19, 31, 46, 2, 45]
[877, 29, 19, 31, 45, 3, 44]
[877, 29, 19, 31, 45, 3, 44]
[880, 29, 22, 28, 48, 0, 48]
[878, 30, 18, 32, 46, 3, 46]
[880, 27, 22, 28, 48, 0, 48]
[880, 30, 21, 28, 49, 2, 48]
[879, 32, 17, 30, 45, 2, 46]
[879, 32, 17, 30, 45, 2, 46]
[880, 26, 21, 26, 49, 0, 49]
[879, 29, 20, 29, 46, 3, 46]
[878, 24, 18, 26, 45, 0, 43]
[878, 24, 18, 26, 45, 0, 43]
[880, 25, 24, 28, 50, 0, 48]
[878, 32, 18, 30, 45, 3, 45]
[881, 28, 22, 27, 50, 0, 49]
[877, 31, 17, 31, 46, 3, 43]
[881, 25, 23, 28, 48, 0, 47]
[881, 25, 23, 28, 48, 0, 47]
[880, 29, 20, 30, 50, 1, 48]
[880, 31, 20, 29, 44, 3, 46]
[879, 29, 21, 30, 48, 1, 49]
[879, 30, 18, 30, 45, 2, 45]
[879, 30, 18, 30, 45, 2, 45]
[882, 28, 22, 29, 49, 1, 48]
[878, 30, 21, 30, 46, 1, 46]
[882, 28, 21, 27, 49, 0, 48]
[880, 30, 22, 30, 46, 2, 49]
[879, 32, 18, 33, 46, 3, 43]
[879, 32, 18, 33, 46, 3, 43]
[880, 28, 20, 26, 48, 0, 49]
[876, 31, 16, 32, 46, 3, 45]
[878, 28, 17, 28, 45, 0, 46]
[877, 25, 20, 25, 47, 0, 44]
[877, 25, 20, 25, 47, 0, 44]
[880, 31, 20, 30, 44, 2, 45]
[881, 30, 22, 30, 49, 0, 48]
[877, 32, 19, 29, 44, 3, 45]
[880, 28, 21, 30, 48, 0, 47]
[880, 28, 21, 30, 48, 0, 47]
[879, 28, 18, 29, 46, 1, 47]
[878, 31, 17, 31, 45, 3, 44]
[879, 29, 21, 29, 46, 1, 44]
[879, 29, 21, 29, 46, 1, 44]
[880, 31, 20, 29, 47, 3, 47]
[881, 30, 20, 31, 48, 0, 49]
[876, 30, 18, 30, 46, 1, 45]
[880, 27, 22, 29, 48, 0, 47]
[878, 29, 20, 31, 45, 2, 46]
[878, 29, 20, 31, 45, 2, 46]
[879, 27, 22, 29, 49, 0, 49]
[875, 30, 20, 31, 44, 1, 44]
[880, 32, 19, 30, 47, 0, 47]
[881, 29, 21, 27, 50, 0, 48]
[881, 29, 21, 27, 50, 0, 48]
[877, 31, 19, 29, 47, 3, 44]
[881, 26, 23, 26, 49, 0, 47]
[877, 31, 18, 31, 47, 2, 45]
[882, 30, 21, 28, 49, 0, 49]
[882, 30, 21, 28, 49, 0, 49]
[878, 30, 18, 30, 44, 2, 46]
[879, 29, 20, 30, 45, 2, 45]
[879, 28, 22, 27, 49, 0, 50]
[877, 30, 21, 29, 46, 2, 47]
[877, 30, 21, 29, 46, 2, 47]
[881, 26, 21, 29, 49, 0, 47]
[878, 28, 21, 28, 50, 0, 46]
[878, 28, 21, 28, 50, 0, 46]
[881, 26, 22, 27, 49, 0, 50]
[881, 26, 22, 27, 49, 0, 50]
[876, 31, 18, 31, 46, 3, 46]
[880, 29, 20, 28, 45, 0, 46]
[875, 25, 17, 28, 44, 0, 43]
[877, 31, 15, 29, 44, 2, 46]
[877, 31, 15, 29, 44, 2, 46]
[881, 29, 23, 29, 50, 0, 49]
[878, 32, 19, 30, 45, 1, 46]
[888, 31, 19, 32, 43, 3, 47]
[900, 27, 23, 27, 45, 1, 52]
[900, 27, 23, 27, 45, 1, 52]
[912, 26, 24, 30, 41, 3, 54]
[919, 23, 27, 31, 40, 0, 53]
[915, 26, 24, 34, 39, 0, 52]
[915, 26, 24, 34, 39, 0, 52]
[915, 23, 25, 33, 34, 0, 55]
[905, 19, 20, 38, 27, 0, 52]
[905, 23, 23, 45, 28, 1, 53]
[894, 21, 27, 48, 26, 0, 56]
[880, 21, 21, 57, 21, 1, 51]
[880, 21, 21, 57, 21, 1, 51]
[858, 19, 26, 59, 22, 2, 55]
[833, 19, 25, 66, 18, 3, 55]
